heure_depart,duree_vol,nb_vols_jour,retards_7j_moy,compagnie,meteo_depart,retard
5.0,79.8,65.0,26.0,FlyY,Bonne,0
5.7,143.3,141.0,7.0,SkyZ,Bonne,0
2.4,112.6,93.0,19.0,FlyY,Bonne,0
0.0,84.0,110.0,30.0,FlyY,Bonne,0
17.4,190.0,174.0,18.0,FlyY,Moyenne,1
0.0,134.0,151.0,12.0,AirX,Bonne,0
3.2,125.0,75.0,10.0,FlyY,Bonne,0
7.2,146.2,111.0,28.0,FlyY,Bonne,0
12.3,176.6,125.0,19.0,AirX,Bonne,0
23.0,221.2,124.0,40.0,AirX,Mauvaise,1
15.8,123.8,145.0,15.0,SkyZ,Bonne,0
12.9,171.6,77.0,17.0,AirX,Bonne,0
6.3,95.7,59.0,33.0,FlyY,Moyenne,0
11.5,78.4,99.0,10.0,AirX,Bonne,0
19.8,177.9,172.0,27.0,SkyZ,Mauvaise,1
4.7,111.0,118.0,13.0,AirX,Bonne,0
7.4,175.4,146.0,8.0,FlyY,Bonne,0
6.9,107.9,174.0,24.0,SkyZ,Bonne,0
8.2,264.5,158.0,21.0,SkyZ,Bonne,1
7.8,94.9,124.0,7.0,AirX,Moyenne,0
10.3,144.1,118.0,32.0,SkyZ,Moyenne,0
-15.0,97.4,130.0,23.0,FlyY,Bonne,0
5.4,96.0,150.0,7.0,FlyY,Bonne,0
9.3,155.5,139.0,12.0,AirX,Moyenne,0
21.6,158.0,160.0,32.0,AirX,Mauvaise,1
10.9,91.9,118.0,4.0,FlyY,Bonne,0
5.6,130.9,117.0,21.0,FlyY,Bonne,0
13.6,116.1,190.0,13.0,FlyY,Bonne,0
22.8,235.4,128.0,2.0,FlyY,Moyenne,1
5.8,132.5,122.0,24.0,FlyY,Bonne,0
8.8,66.0,105.0,33.0,AirX,Bonne,0
8.5,118.3,157.0,24.0,FlyY,Moyenne,0
7.2,70.6,128.0,9.0,AirX,Bonne,0
3.7,140.5,135.0,24.0,FlyY,Bonne,0
8.9,123.0,136.0,0.0,FlyY,Bonne,0
2.8,117.4,123.0,15.0,SkyZ,Bonne,0
7.1,74.8,146.0,20.0,AirX,Bonne,0
3.7,129.6,98.0,14.0,AirX,Bonne,0
14.2,133.2,120.0,31.0,AirX,Bonne,0
